"City","State","Abbr","Latitude","Longitude"
"Kingsville","Maryland","MD",39.4519072,-76.4303451
"Chester","Connecticut","CT",41.4096829,-72.4847352
"Jersey Shore","Pennsylvania","PA",41.200731,-77.2665691
"American Falls","Idaho","ID",42.7826311,-112.8542292
"Del Mar","California","CA",32.9628313,-117.2623926
"Monte Vista","Colorado","CO",37.5785408,-106.15063
"Edgartown","Massachusetts","MA",41.37295,-70.4823491
"Vassalboro","Maine","ME",44.4279799,-69.6495078
"Florence","Mississippi","MS",32.1554663,-90.122549
"Cockrell Hill","Texas","TX",32.7381821,-96.8885498
"Fulshear","Texas","TX",29.6895088,-95.8823809
"East Troy","Wisconsin","WI",42.7849602,-88.3937695
"North Terre Haute","Indiana","IN",39.5370155,-87.3652675
"High Ridge","Missouri","MO",38.4608669,-90.5339173
"Le Roy","New York","NY",42.9780121,-77.9908802
"Sharpsville","Pennsylvania","PA",41.2590394,-80.4818126
"Whiteland","Indiana","IN",39.5505669,-86.0825361
"South Lebanon","Ohio","OH",39.369645,-84.216159
"Rutherford","Pennsylvania","PA",40.2694521,-76.7675183
"Sebring","Ohio","OH",40.9200028,-81.0252676
"Carver Ranches","Florida","FL",25.991718,-80.191716
"Berryville","Virginia","VA",39.1510503,-77.9823326
"Herricks","New York","NY",40.756676,-73.6635158
"Plain City","Ohio","OH",40.1070547,-83.2699112
"Narberth","Pennsylvania","PA",40.0076773,-75.2634517
"Waverly","New York","NY",42.005247,-76.537892
"Santa Venetia","California","CA",38.0055686,-122.5028113
"Chatsworth","Georgia","GA",34.7810698,-84.782287
"Belton","South Carolina","SC",34.5244945,-82.4943476
"Farmington","Maine","ME",44.6704811,-70.1417829
"Magnolia","New Jersey","NJ",39.8561838,-75.0364714
"Pembroke","New York","NY",43.0015288,-78.3853833
"Northwood","New Hampshire","NH",43.2105888,-71.2159743
"Allenstown","New Hampshire","NH",43.142395,-71.3851919
"Mitchell","Indiana","IN",38.7360458,-86.4741626
"Point Pleasant","West Virginia","WV",38.8535106,-82.1308307
"Hawaiian Beaches","Hawaii","HI",19.5343562,-154.9400193
"Freeburg","Illinois","IL",38.4402629,-89.916522
"China","Maine","ME",44.4144727,-69.5352715
"Sherborn","Massachusetts","MA",42.2335699,-71.3746897
"Cramerton","North Carolina","NC",35.2353329,-81.0742444
"Emerald Lake Hills","California","CA",37.465282,-122.26589799999999
"Ford City","California","CA",35.1647352,-119.4584001
"Scottdale","Pennsylvania","PA",40.1033959,-79.5898661
"Jefferson","Iowa","IA",42.0167516,-94.3794173
"Heber","California","CA",32.7318304,-115.5203336
"Bonnie Lock‐Woodsetter North","Florida","FL",26.282325,-80.129631
"Ellenton","Florida","FL",27.5267093,-82.5265886
"Spindale","North Carolina","NC",35.3599482,-81.9232544
"Hyde Park","Utah","UT",41.798554,-111.8147533
"Falmouth","Virginia","VA",38.3319112,-77.4654586
"Deerfield","New York","NY",43.1850879,-75.1511341
"Royal Pines","North Carolina","NC",35.4786572,-82.5022148
"West Jefferson","Ohio","OH",39.943244,-83.275855
"Silverthorne","Colorado","CO",39.638391,-106.076505
"Bigfork","Montana","MT",48.0879495,-114.0548001
"Bradley Beach","New Jersey","NJ",40.2016041,-74.0120565
"Honesdale","Pennsylvania","PA",41.5757097,-75.250769
"Minersville","Pennsylvania","PA",40.690801,-76.2594128
"Phoenix Lake","California","CA",38.009167,-120.307778
"Grafton","North Dakota","ND",48.4146604,-97.4063127
"Slatington","Pennsylvania","PA",40.7535946,-75.6108108
"Franklin township (Beaver County)","Pennsylvania","PA",40.8414532,-80.2361726
"Ossipee","New Hampshire","NH",43.737249,-71.1503492
"Rockmart","Georgia","GA",34.0082452,-85.0434109
"Sparta","Michigan","MI",43.157756,-85.7092097
"Egg Harbor City","New Jersey","NJ",39.5636873,-74.5958654
"Dimmitt","Texas","TX",34.5489912,-102.3078385
"Temple","Georgia","GA",33.7332448,-85.0272953
"Leland","Mississippi","MS",33.4048338,-90.8909246
"Mountain Lakes","New Jersey","NJ",40.891374,-74.4411141
"Lonoke","Arkansas","AR",34.7907917,-91.9073666
"Watertown","Minnesota","MN",44.9602138,-93.8439207
"Ashford","Connecticut","CT",41.8971227,-72.1714268
"Barrington Hills","Illinois","IL",42.1386415,-88.2029588
"Carver","Minnesota","MN",44.7536005,-93.638651
"Paintsville","Kentucky","KY",37.8120478,-82.8041995
"Santa Teresa","New Mexico","NM",31.853273,-106.641302
"Big Pine Key","Florida","FL",24.68763,-81.3648623
"Sidney","Maine","ME",44.4382487,-69.7556992
"Pleasant View","Tennessee","TN",36.3892972,-87.0455009
"Lyncourt","New York","NY",43.0820318,-76.1262681
"Parker","Texas","TX",33.0633259,-96.6256987
"North Wilkesboro","North Carolina","NC",36.1728901,-81.1390572
"Comanche","Texas","TX",31.9004791,-98.6043637
"Cortez","Florida","FL",27.4681875,-82.670195
"Blanchester","Ohio","OH",39.2950471,-83.9729128
"Spotsylvania Courthouse","Virginia","VA",38.1978956,-77.5879092
"Verona","Virginia","VA",38.1937442,-79.0102193
"Mojave","California","CA",35.0150025,-118.1902185
"Lorane","Pennsylvania","PA",40.2947407,-75.8459956
"Buhl","Idaho","ID",42.5983137,-114.7599198
"Dover","Wisconsin","WI",42.711944,-88.126312
"West Laurel","Maryland","MD",39.1157638,-76.8929614
"Burnham","Illinois","IL",41.6394802,-87.5449604
"Chazy","New York","NY",44.857958,-73.46302
"Chariton","Iowa","IA",41.0175743,-93.3094479
"Prescott","Wisconsin","WI",44.7527072,-92.7895386
"Rosemont","Illinois","IL",41.9889823,-87.8717469
"University Gardens","New York","NY",40.7751733,-73.727963
"Prairie du Sac","Wisconsin","WI",43.2907818,-89.732148
"Westville","New Jersey","NJ",39.8689216,-75.1315842
"Dillon","Montana","MT",45.217120800000004,-112.6342725
"Ipswich","Massachusetts","MA",42.6794,-70.837797
"West Monroe","New York","NY",43.3056258,-76.0891319
"Sellersville","Pennsylvania","PA",40.3605402,-75.306872
"Ely","Nevada","NV",39.264912,-114.8708487
"Trent Woods","North Carolina","NC",35.0820083,-77.0919586
"Bristow","Oklahoma","OK",35.8335917,-96.3943949
"Mattituck","New York","NY",41.0004011,-72.5411759
"La Joya","Texas","TX",26.2505883,-98.4695299
"Rumford","Maine","ME",44.544859,-70.5602142
"Walhalla","South Carolina","SC",34.7695052,-83.0554309
"Leisure Village East","New Jersey","NJ",40.0377771,-74.1681923
"Caldwell","Texas","TX",30.5313152,-96.7006241
"West Milwaukee","Wisconsin","WI",43.0123782,-87.9710279
"South Greeley","Wyoming","WY",41.0935194,-104.8066049
"Falls City","Nebraska","NE",40.0641726,-95.5984102
"Clinton","New York","NY",41.857938,-73.812095
"Bethlehem","North Carolina","NC",35.8175312,-81.3007573
"Columbiana","Alabama","AL",33.1968866,-86.6046951
"Winchendon","Massachusetts","MA",42.6803152,-72.0443636
"Pendleton","Indiana","IN",40.0084779,-85.7607779
"Euharlee","Georgia","GA",34.1435862,-84.932752
"Cornelia","Georgia","GA",34.5166291,-83.5314732
"Slaughterville","Oklahoma","OK",35.0946307,-97.2828087
"Morgan's Point Resort","Texas","TX",31.1521477,-97.4588251
"Bellville","Texas","TX",29.9470937,-96.2601244
"Primera","Texas","TX",26.2232157,-97.7516916
"Bellaire","Ohio","OH",40.0165108,-80.7473336
"French Island","Wisconsin","WI",43.8597457,-91.2650995
"Watford City","North Dakota","ND",47.8020426,-103.2744601
"Monongahela","Pennsylvania","PA",40.1911656,-79.9224763
"Mystic","Connecticut","CT",41.3559755,-71.9558817
"Long Hill","Connecticut","CT",41.349888,-72.0504111
"Galen","New York","NY",43.0650958,-76.8803241
"Lochmoor Waterway Estates","Florida","FL",26.6438245,-81.9096104
"Bluffton","Ohio","OH",40.8920443,-83.8878289
"Liberty","New York","NY",41.7965932,-74.7431951
"Northwoods","Missouri","MO",38.7035424,-90.2823809
"Hamilton","New York","NY",42.8284567,-75.553015
"Cornwall","Pennsylvania","PA",40.2605326,-76.4118988
"East Merrimack","New Hampshire","NH",42.8719786,-71.4810562
"North East","Pennsylvania","PA",42.2133673,-79.8333505
"Indian Rocks Beach","Florida","FL",27.8970027,-82.8435714
"Beaufort","North Carolina","NC",34.7276562,-76.6527217
"Springville","Alabama","AL",33.76895,-86.471037
"Vidalia","Louisiana","LA",31.566753,-91.4404426
"Minden","New York","NY",42.9314426,-74.6964998
"Drexel‐Alvernon","Arizona","AZ",32.145653,-110.901428
"West Bradenton","Florida","FL",27.5009885,-82.6141947
"University Park","New Mexico","NM",32.2767644,-106.74633
"Lindale","Georgia","GA",34.1876922,-85.1807192
"Jourdanton","Texas","TX",28.9137276,-98.5410697
"Troy","Wisconsin","WI",44.906215,-92.687609
"West Reading","Pennsylvania","PA",40.3337613,-75.9468861
"Empire","California","CA",37.6429012,-120.90421979999999
"Charlton","New York","NY",42.9578736,-73.9919782
"Lake Wisconsin","Wisconsin","WI",43.3677195,-89.5688073
"Dilworth","Minnesota","MN",46.8794359,-96.6983318
"Westway","Texas","TX",31.9600799,-106.575473
"Argo","Alabama","AL",33.6911323,-86.5054364
"Surfside Beach","South Carolina","SC",33.6096513,-78.9775397
"Gang Mills","New York","NY",42.1603777,-77.1276242
"Salem","Connecticut","CT",41.4893505,-72.2583804
"Malden","Missouri","MO",36.5909304,-89.9786195
"Hazlehurst","Georgia","GA",31.8641285,-82.5992759
"Mary Esther","Florida","FL",30.4116538,-86.6590062
"Alexandria","New York","NY",44.319903,-75.8784139
"Pomfret","Connecticut","CT",41.8653744,-71.9791434
"Reiffton","Pennsylvania","PA",40.3106421,-75.8613424
"Polk City","Iowa","IA",41.7720192,-93.7088728
"Clay Center","Kansas","KS",39.3811819,-97.1273715
"Broadmoor","California","CA",37.6914278,-122.4811949
"Arundel","Maine","ME",43.4398088,-70.5280318
"Centralia","Missouri","MO",39.2106199,-92.1342721
"Bethel","New York","NY",41.6890614,-74.8539547
"Barboursville","West Virginia","WV",38.4060048,-82.2963883
"Westover","West Virginia","WV",39.6351795,-79.9673203
"Rutherfordton","North Carolina","NC",35.3642213,-81.9614372
"China Grove","North Carolina","NC",35.5707153,-80.5786213
"Sullivan","Indiana","IN",39.097288,-87.4073224
"Adel","Iowa","IA",41.6104809,-94.0239295
"Ho‐Ho‐Kus","New Jersey","NJ",40.9994846,-74.0965737
"Walthourville","Georgia","GA",31.772234,-81.6185931
"Chester","Maryland","MD",38.9620752,-76.2865813
"Aldan","Pennsylvania","PA",39.9224103,-75.2881193
"Clarkdale","Arizona","AZ",34.7481952,-112.0585591
"Marine City","Michigan","MI",42.7143009,-82.5034385
"Ellsworth AFB","South Dakota","SD",44.137471,-103.068123
"Oakwood","Georgia","GA",34.222241,-83.885453
"La Verkin","Utah","UT",37.2312067,-113.2518958
"Welcome","North Carolina","NC",35.9066236,-80.2547733
"Pocomoke City","Maryland","MD",38.0629272,-75.5538162
"Canton","North Carolina","NC",35.5387498,-82.8477928
"Gatlinburg","Tennessee","TN",35.7249285,-83.4936368
"Dilley","Texas","TX",28.6676398,-99.176536
"South Chicago Heights","Illinois","IL",41.4834057,-87.6372011
"Trenton","Tennessee","TN",35.9731958,-88.9452183
"Armona","California","CA",36.3178406,-119.7053791
"Pipestone","Minnesota","MN",43.9953744,-96.3110801
"Springetts Manor‐Yorklyn","Pennsylvania","PA",39.989963,-76.647091
"Saint James","Missouri","MO",38.0023565,-91.6133724
"Sullivan City","Texas","TX",26.2752169,-98.5644417
"Dyersville","Iowa","IA",42.4798657,-91.1256209
"Randleman","North Carolina","NC",35.8159235,-79.8076559
"Ashville","Ohio","OH",39.7172023,-82.9487
"Hauula","Hawaii","HI",21.61385,-157.913543
"Lathrup Village","Michigan","MI",42.4921083,-83.2273558
"Hooksett","New Hampshire","NH",43.0959887,-71.4572198
"Golden Triangle","New Jersey","NJ",39.9328898,-75.0397495
"Taylor","Arizona","AZ",34.4427484,-110.0985336
"Fetters Hot Springs‐Agua Caliente","California","CA",38.327585,-122.4871625
"Forty Fort","Pennsylvania","PA",41.2836293,-75.871925
"Grant","Minnesota","MN",45.082077,-92.9109481
"East Hampton North","New York","NY",40.9725184,-72.1887704
"Cedarville","Ohio","OH",39.7484235,-83.8121766
"Suquamish","Washington","WA",47.7322265,-122.5848131
"Wayland","Michigan","MI",42.6730812,-85.6417271
"Barnesville","Ohio","OH",39.9889422,-81.1725193
"Westport","Wisconsin","WI",43.158176,-89.4255264
"Breinigsville","Pennsylvania","PA",40.53676,-75.6313
"Morrison","Illinois","IL",41.8078668,-89.9616639
"Peotone","Illinois","IL",41.3315124,-87.7929804
"Newport","South Carolina","SC",34.9829097,-81.0971918
"Vandalia","Missouri","MO",39.3079654,-91.489341
"Colorado City","Texas","TX",32.399486,-100.8583036
"Broken Bow","Oklahoma","OK",34.0278817,-94.7422309
"Roselawn","Indiana","IN",41.1552252,-87.2891029
"Waynesburg","Pennsylvania","PA",39.898293699999996,-80.1855816
"Richmond","Vermont","VT",44.404738,-72.990364
"Tisbury","Massachusetts","MA",41.4730705,-70.6174223
"Churchville","Pennsylvania","PA",40.1993422,-74.9961687
"Butler","Missouri","MO",38.259362,-94.3395309
"Shrewsbury","New Jersey","NJ",40.3260638,-74.0596674
"Warminster Heights","Pennsylvania","PA",40.1883696,-75.0840888
"El Verano","California","CA",38.297457,-122.491559
"Spackenkill","New York","NY",41.6540085,-73.9113665
"Haleyville","Alabama","AL",34.2338324,-87.6175738
"Millsboro","Delaware","DE",38.5866583,-75.3008898
"Dwight","Illinois","IL",41.0982529,-88.4248923
"Caro","Michigan","MI",43.4893028,-83.4017438
"Hornellsville","New York","NY",42.334445,-77.6770875
"Woodruff","South Carolina","SC",34.7402623,-82.0293602
"Medford Lakes","New Jersey","NJ",39.8536489,-74.8116647
"Bardonia","New York","NY",41.1139517,-73.9792966
"Nassau Bay","Texas","TX",29.5447674,-95.0874816
"Fordyce","Arkansas","AR",33.8181171,-92.4175657
"Greenport","New York","NY",42.240079,-73.779905
"Grayson","Kentucky","KY",38.330867,-82.9284993
"Whiteriver","Arizona","AZ",33.83976,-109.9607703
"Mead","Colorado","CO",40.2296271,-104.9888446
"Wolf Lake","Michigan","MI",43.2444242,-86.1123414
"Fort Gibson","Oklahoma","OK",35.7829521,-95.2595194
"Wolfforth","Texas","TX",33.503968,-102.011973
"Wadena","Minnesota","MN",46.4471936,-95.1266975
"Goulding","Florida","FL",30.4399111,-87.2294793
"Lisbon Falls","Maine","ME",44.0086121,-70.0576356
"Raynham Center","Massachusetts","MA",41.9306465,-71.0451282
"Manchester","Georgia","GA",32.8590575,-84.6343739
"Forestdale","Massachusetts","MA",41.6834882,-70.5107856
"Pecan Acres","Texas","TX",32.9678723,-97.4790293
"Holmes Beach","Florida","FL",27.5105683,-82.7155383
"Carlisle","Iowa","IA",41.5136134,-93.4968533
"Sinking Spring","Pennsylvania","PA",40.3246917,-76.0225303
"Ellenville","New York","NY",41.7051086,-74.3622298
"Cotulla","Texas","TX",28.4363416,-99.2366954
"June Park","Florida","FL",28.0709433,-80.6862591
"Eastwood","Louisiana","LA",32.560575,-93.5627624
"Gorham","New York","NY",42.808977,-77.221779
"Caseyville","Illinois","IL",38.6304704,-90.0340192
"Waverly","Tennessee","TN",36.0941887,-87.7851301
"Lisbon","New York","NY",44.6965178,-75.3057165
"Thomasville","Alabama","AL",31.9110846,-87.7418483
"Reedsport","Oregon","OR",43.6988541,-124.1119181
"Benton Heights","Michigan","MI",42.1221955,-86.415051
"Mahanoy City","Pennsylvania","PA",40.812627,-76.1381843
"Saint Joseph","Illinois","IL",40.1147129,-88.0356201
"Metter","Georgia","GA",32.396607,-82.0625963
"Weston","West Virginia","WV",39.0387623,-80.4622082
"Fleetwood","Pennsylvania","PA",40.4565032,-75.8215794
"Chalfont","Pennsylvania","PA",40.2891313,-75.2093699
"Eldorado","Illinois","IL",37.8117263,-88.4415783
"Riva","Maryland","MD",38.9452867,-76.5900264
"Ridgeland","South Carolina","SC",32.482751,-80.981838
"Indian River Shores","Florida","FL",27.7100844,-80.3820319
"Baxter Springs","Kansas","KS",37.0199515,-94.7349608
"Maize","Kansas","KS",37.772944,-97.466684
"Williamston","South Carolina","SC",34.6195061,-82.4784184
"Oak Grove","Tennessee","TN",36.421053,-82.426471
"Bunkie","Louisiana","LA",30.9553316,-92.1859974
"Monmouth","Maine","ME",44.2335047,-70.0147235
"Broad Brook","Connecticut","CT",41.910667,-72.5410542
"Woodson Terrace","Missouri","MO",38.7286905,-90.3600753
"Kewaskum","Wisconsin","WI",43.5175547,-88.2308268
"Cannon Falls","Minnesota","MN",44.5131899,-92.9017643
"Oak View","California","CA",34.3989692,-119.2975706
"Farmington","Wisconsin","WI",44.359309,-89.162818
"Pittsboro","North Carolina","NC",35.7300281,-79.1706134
"Strafford","New Hampshire","NH",43.2755994,-71.168991
"Arlington","New York","NY",41.6958688,-73.8988807
"Burgaw","North Carolina","NC",34.5531098,-77.9162824
"Manning","South Carolina","SC",33.6929659,-80.2178142
"Shoreline Park","Mississippi","MS",30.321322,-89.405565
"Fredericktown","Missouri","MO",37.5629498,-90.3035082
"Medina","Tennessee","TN",35.8058262,-88.7788157
"Felton","California","CA",37.051498,-122.055753
"Algonac","Michigan","MI",42.6213221,-82.5349562
"Baden","Pennsylvania","PA",40.6396948,-80.2225371
"Pilot Point","Texas","TX",33.3960208,-96.9528352
"Woodbridge","Virginia","VA",38.643517,-77.260843
"Livingston","Tennessee","TN",36.38791,-85.3273009
"Throop","Pennsylvania","PA",41.4382271,-75.5926547
"Hartland","New York","NY",43.2581385,-78.5546772
"Riverdale","New Jersey","NJ",40.9954948,-74.3156482
"Mosinee","Wisconsin","WI",44.7907229,-89.684582
"Westborough","Massachusetts","MA",42.2674406,-71.6174916
"Fenton","Missouri","MO",38.5285586,-90.4505411
"Cold Spring","Minnesota","MN",45.4574262,-94.4297571
"Gordon Heights","New York","NY",40.8631673,-72.962088
"Greencastle","Pennsylvania","PA",39.7906696,-77.7266738
"Washington Park","Illinois","IL",38.6279799,-90.0924127
"Chagrin Falls","Ohio","OH",41.4309521,-81.3889749
"San Carlos","Arizona","AZ",33.3496487,-110.4679996
"Rosewood Heights","Illinois","IL",38.8877878,-90.073246
"Berne","Indiana","IN",40.6572705,-84.9555052
"Sheffield","Ohio","OH",41.456889,-82.0939705
"Rigby","Idaho","ID",43.6735123,-111.9123569
"Boyertown","Pennsylvania","PA",40.3322945,-75.6375566
"Buckingham","Florida","FL",26.6657998,-81.7473568
"Charleroi","Pennsylvania","PA",40.137859,-79.8997564
"Fremont","Michigan","MI",43.4639379,-85.953332
"Norton","Virginia","VA",36.9315489,-82.625996
"Fulton","Mississippi","MS",34.2628803,-88.4019281
"Pocola","Oklahoma","OK",35.2516064,-94.4679491
"Brewerton","New York","NY",43.232299,-76.1449614
"Crescent City North","California","CA",41.7627,-124.208602
"Alfred","New York","NY",42.2543333,-77.7896461
"Sissonville","West Virginia","WV",38.5019789,-81.6359412
"Highlands‐Baywood Park","California","CA",37.5226706,-122.3447749
"Rossville","Georgia","GA",34.9757726,-85.2895674
"Westport","North Carolina","NC",35.5015258,-80.9776211
"McGehee","Arkansas","AR",33.6279487,-91.395599
"Garden City South","New York","NY",40.7121148,-73.660449
"Spencer","Oklahoma","OK",35.510786,-97.371536
"Larned","Kansas","KS",38.1831122,-99.1011622
"Shelby Township","Michigan","MI",42.670833,-83.033003
"Le Sueur","Minnesota","MN",44.4683764,-93.902549
"Goodview","Minnesota","MN",44.0688089,-91.71464280000001
"Montpelier","Ohio","OH",41.584108,-84.593555
"San Joaquin","California","CA",36.6061277,-120.1888643
"Windber","Pennsylvania","PA",40.235525,-78.824683
"Orange","Massachusetts","MA",42.6011344,-72.2955162
"Moultonborough","New Hampshire","NH",43.7204979,-71.3682014
"Dallastown","Pennsylvania","PA",39.8996254,-76.6409666
"Burlington","Colorado","CO",39.3045239,-102.2714379
"Washington","Georgia","GA",33.732289,-82.7436132
"Mount Plymouth","Florida","FL",28.8038748,-81.5344901
"Ball","Louisiana","LA",31.4182876,-92.4081185
"Bystrom","California","CA",37.6193741,-120.9812952
"Elmira Heights","New York","NY",42.1266901,-76.8255662
"Stilwell","Oklahoma","OK",35.8152245,-94.631465
"South Brooksville","Florida","FL",28.543005,-82.394738
"Hickory Creek","Texas","TX",33.1092577,-97.0295223
"Niwot","Colorado","CO",40.097552,-105.1582795
"Madison","Georgia","GA",33.5790376,-83.4759715
